nm'	wfl'	nmqm	bj'	bad0	zh	ww0	adrg	adrs	wohng	wohns	badkach	fenster	kueche	mvdauer	bjkat	wflkat	rooms
663.28	66	10.049697	1900	0	1	0	0	0	0	0	0	1	0	33	1	2	4
1625	90	18.055556	1984	0	1	0	0	0	0	0	0	0	1	5	6	3	3
1200	110	10.909091	1893	0	1	0	0	0	0	0	0	0	0	2	1	3	4
1367.63	73	18.734658	1933.5	0	0	1	0	0	0	0	0	0	0	3	2	2	3
1846.44	94	19.642979	1893	0	0	0	0	0	0	0	1	0	1	0	1	3	3
1332	72	18.5	1980.5	0	1	0	0	0	0	0	1	0	0	12	5	2	3
920	62	14.83871	1980.5	0	1	0	0	0	0	0	1	0	0	3	5	2	2
910	64	14.21875	1980.5	0	1	0	0	0	0	0	1	0	0	2	5	2	2
1022	84	12.166667	1980.5	0	1	0	0	0	0	0	1	0	0	5	5	3	2
372.88	54	6.905185	1893	1	0	1	0	0	0	0	0	0	0	45	1	2	2
589.8	38	15.521053	1933.5	0	1	0	0	0	0	0	1	0	0	23	2	1	2
1139.62	49	23.257551	1984	0	1	0	0	0	0	0	1	0	0	1	6	1	2
1304.57	68	19.184853	1971.5	0	1	0	0	0	1	0	1	0	0	0	4	2	2
928.11	70	13.258714	1959	0	1	0	0	0	0	1	1	0	0	3	3	2	2
683.45	75	9.112667	1893	0	1	0	0	0	0	0	1	0	0	0	1	2	2
1381.45	75	18.419333	1893	0	1	0	0	0	0	0	1	0	0	2	1	2	3
1373.45	75	18.312667	1893	0	1	0	0	0	0	0	1	0	0	1	1	2	3
1273.79	75	16.983867	1893	0	1	0	0	0	0	0	1	0	0	6	1	2	3
637	60	10.616667	1893	0	1	0	0	0	0	0	1	0	0	55	1	2	3
468	46	10.173913	1893	0	1	0	0	0	0	0	1	0	0	0	1	1	2
1700.56	85	20.006588	1893	0	1	0	0	0	0	0	1	0	0	1	1	3	3
820	92	8.913043	1893	0	1	0	0	0	0	0	1	0	0	20	1	3	3
770	74	10.405405	1893	0	1	0	0	0	0	0	0	0	0	5	1	2	3
811	105	7.72381	1893	0	1	0	0	0	0	0	1	0	0	11	1	3	4
1324	70	18.914286	1961	0	1	0	0	0	0	0	1	0	0	1	3	2	3
650	51	12.745098	1933.5	0	1	0	0	0	0	0	1	0	0	32	2	2	2
1141.33	75	15.217733	1893	0	1	0	0	0	0	0	0	0	0	0	1	2	3
1000	42	23.809524	1973	0	1	0	0	0	0	0	1	0	0	0	4	1	2
1120	90	12.444444	1933.5	0	1	0	0	0	0	0	0	0	0	18	2	3	3
1421.19	90	15.791	1933.5	0	1	0	0	0	0	0	0	0	0	4	2	3	3
1744.2	85	20.52	1933.5	0	1	0	0	0	0	0	1	0	0	2	2	3	3
591.54	86	6.878372	1954	0	1	0	0	0	0	0	0	1	0	7	3	3	3
879.78	98	8.977347	1954	0	1	0	0	0	0	0	0	0	0	3	3	3	4
2223.32	103	21.585631	1991	0	1	0	0	0	0	0	1	0	0	2	6	3	3
1073.44	53	20.253585	1933.5	0	1	0	0	0	0	1	1	0	0	3	2	2	2
1171.08	63	18.588571	1899	0	1	0	0	0	0	1	1	0	0	3	1	2	2
563.89	90	6.265444	1893	0	1	0	0	0	0	1	0	0	0	24	1	3	3
348.77	38	9.178158	1980.5	0	0	0	0	0	0	0	1	0	1	1	5	1	2
475.49	42	11.32119	1980.5	0	0	0	0	0	0	0	1	0	0	9	5	1	2
1162.33	70	16.604714	1971.5	0	1	0	0	0	0	0	1	0	1	3	4	2	3
1529.34	94	16.269574	1980.5	0	1	0	0	0	0	0	1	0	0	3	5	3	3
670	37	18.108108	1971.5	0	1	0	0	0	0	0	1	0	0	4	4	1	1
725.76	70	10.368	1937	0	1	0	0	0	1	0	1	0	0	17	2	2	3
1121.71	92	12.1925	1895	0	1	0	0	0	1	0	0	0	0	42	1	3	4
843.17	76	11.094342	1893	0	1	0	0	0	1	0	0	0	0	47	1	2	3
456.34	58	7.867931	1941	0	1	0	0	0	0	1	1	0	0	4	2	2	2
796.63	40	19.91575	1971	0	1	0	0	0	1	0	0	0	0	5	4	1	1
1000.38	70	14.291143	1971.5	0	1	0	0	0	1	0	0	0	0	18	4	2	3
1074.18	65	16.525846	1971.5	0	1	0	0	0	1	0	1	0	0	15	4	2	3
937.6	68	13.788235	1971.5	0	1	0	0	0	1	0	0	0	0	17	4	2	3
603.5	42	14.369048	1971.5	0	1	0	0	0	1	0	0	0	0	10	4	1	1
800.62	51	15.698431	1957	0	1	0	0	0	1	0	0	0	0	5	3	2	1
561.75	40	14.04375	1957	0	1	0	0	0	1	0	0	0	0	3	3	1	2
2445.22	100	24.4522	1985	0	1	0	1	0	0	0	1	0	1	2	6	3	4
980.71	72	13.620972	1957	0	1	0	0	0	1	0	1	0	0	5	3	2	2
583.75	57	10.241228	1971.5	0	1	0	0	0	0	0	0	0	0	8	4	2	2
783.6	80	9.795	1971.5	0	1	0	0	0	1	0	1	0	0	21	4	2	3
1294.58	120	10.788167	1957	0	1	0	0	0	0	0	1	0	0	13	3	3	4
652.76	48	13.599167	1957	0	1	0	0	0	0	0	1	0	0	7	3	1	2
667.25	88	7.582386	1933.5	0	0	0	0	0	0	0	0	0	0	43	2	3	3
1021.58	50	20.4316	1983	0	1	0	0	0	0	0	1	0	0	0	5	1	2
970.58	55	17.646909	1893	0	1	0	0	0	1	0	1	0	0	64	1	2	2
671.07	37	18.137027	1900	0	1	0	0	0	1	0	0	0	0	56	1	1	1
1129.88	60	18.831333	1900	0	1	0	0	0	1	0	0	0	0	32	1	2	2
898.35	55	16.333636	1893	0	1	0	0	0	1	0	1	0	0	8	1	2	2
637	65	9.8	1957	0	1	0	0	1	0	1	1	0	0	4	3	2	3
1282.27	91	14.090879	1974	0	1	0	0	1	0	1	1	0	0	3	4	3	3
810.49	75	10.806533	1957	0	1	0	0	0	1	0	1	0	0	9	3	2	3
814.65	75	10.862	1957	0	1	0	0	0	1	0	1	0	0	34	3	2	3
364.78	49	7.44449	1964	0	1	0	0	0	0	0	1	0	0	17	3	1	2
394.49	67	5.88791	1957	0	1	0	0	0	0	0	1	0	0	28	3	2	3
704.34	86	8.19	1985	0	1	0	0	0	0	0	0	0	0	3	6	3	3
941.65	52	18.108654	1971.5	0	1	0	0	0	0	0	1	0	0	0	4	2	2
950.86	86	11.056512	1971.5	0	1	0	0	0	0	0	1	0	0	2	4	3	3
787.36	79	9.966582	1957	0	1	0	0	0	0	0	1	1	0	11	3	2	4
776.88	82	9.474146	1957	0	1	0	0	0	0	0	1	1	0	7	3	3	4
900	80	11.25	1957	0	1	0	0	0	0	0	1	1	0	17	3	2	4
897.73	70	12.824714	1971.5	0	1	0	0	0	0	0	0	0	0	4	4	2	2
1033.16	76	13.594211	1957	0	1	0	0	0	0	0	1	0	1	12	3	2	4
580	58	10	1971.5	0	1	0	0	0	0	0	1	0	0	1	4	2	2
930	96	9.6875	1971.5	0	1	0	0	0	0	0	1	0	0	19	4	3	4
1467.26	65	22.573231	1980.5	0	1	0	0	0	1	0	1	0	0	5	5	2	3
572.11	45	12.713556	1956	0	1	0	0	0	1	0	1	0	0	1	3	1	2
659.65	45	14.658889	1956	0	1	0	0	0	1	0	1	0	0	1	3	1	2
654.94	40	16.3735	1957	0	1	0	0	0	0	0	1	0	0	2	3	1	2
667.78	90	7.419778	1971.5	0	1	0	0	0	0	0	1	0	0	2	4	3	4
454.81	55	8.269273	1957	1	0	0	0	0	0	0	0	0	0	23	3	2	2
1209.1	70	17.272857	1957	0	1	0	0	0	0	0	1	0	0	1	3	2	2
524.81	58	9.048448	1969	0	1	0	0	0	0	0	1	0	0	18	4	2	2
1281.17	76	16.8575	1971.5	0	1	0	1	0	1	0	1	0	0	10	4	2	3
848.65	65	13.056154	1971.5	0	1	0	0	0	0	0	0	0	0	25	4	2	2
2130.22	109	19.543303	1957	0	1	0	1	0	1	0	1	0	0	1	3	3	5
708.15	65	10.894615	1893	0	0	1	0	0	0	1	0	0	0	2	1	2	3
1502.24	95	15.813053	1989.5	0	1	0	0	0	0	0	1	0	0	4	6	3	3
697.1	65	10.724615	1989.5	0	1	0	0	0	0	0	1	0	0	4	6	2	2
1160.34	96	12.086875	1971.5	0	1	0	0	0	1	0	1	0	0	6	4	3	3
2021.16	95	21.275368	1969	0	1	0	0	0	1	0	0	0	0	1	4	3	3
452.52	92	4.918696	1957	0	1	0	0	0	1	0	0	0	0	6	3	3	3
1281.4	60	21.356667	1973	0	1	0	0	0	1	0	1	0	0	0	4	2	3
644.86	52	12.401154	1974	0	1	0	0	0	1	0	1	0	0	0	4	2	2
779.58	23	33.894783	1974	0	1	0	0	0	1	0	1	0	1	4	4	1	1
662.76	30	22.092	1964	0	1	0	0	0	1	0	0	0	0	1	3	1	1
709.96	50	14.1992	1969	0	1	0	0	0	1	0	1	0	0	1	4	1	1
476.56	60	7.942667	1939	0	1	0	0	0	1	0	0	0	0	1	2	2	2
